date,home,away,first_downs_opp_homeAvg,first_downs_homeAvg,third_downs_opp_homeAvg,third_downs_homeAvg,fourth_downs_opp_homeAvg,fourth_downs_homeAvg
11/29/2015,Jaguars,Chargers,21.42134376,19.26190587,6.407128315,4.733881123,4.111921875,2.206296911
11/29/2015,Chiefs,Bills,19.54675599,18.87068424,4.373949081,4.544162502,2.74051429,2.811534546
11/29/2015,Broncos,Patriots,18.53466688,19.30189652,4.936647535,4.691062849,3.597195326,2.399191984
11/29/2015,Bengals,Rams,18.43410311,20.26527034,4.757832985,5.687986416,2.127152903,3.082306277
11/29/2015,Jets,Dolphins,17.46681296,19.44000555,5.314579094,5.927543511,2.471646293,3.253926516
11/29/2015,Seahawks,Steelers,18.09294733,18.56843843,4.398696196,4.848959596,2.052325927,2.368675587
11/30/2015,Browns,Ravens,21.04122286,17.74047754,5.977892338,5.863098803,3.084128248,2.930665975
12/3/2015,Lions,Packers,20.54698933,19.70855306,5.645734773,4.669203089,3.704329395,3.122196138
12/6/2015,Chargers,Broncos,19.67229258,22.42066298,4.805134952,5.854795677,1.859310517,3.265809097
12/6/2015,Rams,Cardinals,17.87552739,14.97019186,4.351302702,3.11022165,2.305904085,1.54842526
12/6/2015,Browns,Bengals,21.16514642,18.00274404,5.683886531,5.833554764,3.077041619,2.753647678
12/6/2015,Vikings,Seahawks,19.39981925,18.87549937,4.521740822,4.679053995,2.214721053,2.753130554
12/6/2015,Dolphins,Ravens,21.9568654,19.75297305,5.797045613,3.437154566,3.239328205,1.143042133
12/6/2015,Giants,Jets,23.22207049,20.95339869,6.221521498,5.767117609,2.865538623,3.481131647
12/6/2015,Bears,49ers,18.89905896,19.55361954,5.783414763,5.406239174,3.275333947,2.927596951
12/6/2015,Raiders,Chiefs,22.37714067,18.76120737,5.649236063,5.58249178,3.965583258,2.927374486
12/6/2015,Buccaneers,Falcons,21.76857004,19.67689029,5.545961417,5.637337866,3.313408092,2.760597249
12/6/2015,Patriots,Eagles,19.77087848,23.75916278,5.255703867,6.156286682,2.700739673,4.347872616
12/6/2015,Bills,Texans,20.10732424,17.81652277,4.521222536,4.775530941,2.405407023,2.532908185
12/6/2015,Saints,Panthers,23.29228797,23.89119264,4.416501042,6.552172487,2.872097761,3.730556901
12/6/2015,Titans,Jaguars,19.94023248,18.72310775,4.951621413,3.852783296,2.428048344,1.902213488
12/6/2015,Steelers,Colts,20.44418287,20.1704337,5.349712575,4.447299968,2.587065606,2.67401739
12/7/2015,Redskins,Cowboys,20.65261131,19.06888619,5.601200317,5.420562102,3.374111978,3.421534526
12/10/2015,Cardinals,Vikings,17.96541112,22.65458696,4.455322964,5.556722867,2.40970111,2.087622802
12/13/2015,Texans,Patriots,18.94359453,21.60540306,3.462317816,6.08356274,2.129226059,3.778334416
12/13/2015,Ravens,Seahawks,20.25051494,20.30815136,5.842125654,4.703372591,3.006305204,3.31083049
12/13/2015,Chiefs,Chargers,19.60859088,19.25659785,4.422530112,4.660792313,2.639667458,2.837988503
12/13/2015,Broncos,Raiders,18.31422959,19.64125767,4.55566499,4.736230635,3.239906216,2.382637751
12/13/2015,Buccaneers,Saints,21.92322699,19.79875317,5.691989453,5.693928976,3.642391063,2.534369779
12/13/2015,Bengals,Steelers,18.68138913,20.57851116,4.87794968,5.401166144,2.341763312,2.844830654
12/13/2015,Rams,Lions,17.95426023,15.38114519,4.240537812,3.37397184,2.362798412,1.516910425
12/13/2015,Bears,Redskins,19.115328,19.21566869,5.504939713,5.386228515,3.20083248,2.676478187
12/13/2015,Eagles,Bills,21.72712773,21.74714753,5.995348841,5.150808114,3.251774631,2.865276959
12/13/2015,Browns,49ers,20.67796214,18.2810657,5.348059824,5.666343945,3.014142425,2.844377892
12/13/2015,Packers,Cowboys,19.58139516,20.10988622,5.336147655,4.754550123,3.198049663,3.102480286
12/13/2015,Jets,Titans,17.93827691,19.41928835,5.365948296,5.968542429,2.831953738,3.655069937
12/13/2015,Panthers,Falcons,17.1922841,21.66509213,5.024570349,5.383414741,3.08834682,2.629471371
12/13/2015,Jaguars,Colts,21.88648579,19.21155092,6.288055584,4.672413518,3.54219009,2.554159148
12/14/2015,Dolphins,Giants,22.31194033,19.66584317,6.234958469,3.42954603,3.926828507,1.132667897
12/17/2015,Rams,Buccaneers,18.92117968,14.79204237,4.469284614,3.188216988,2.100945635,1.476464023
12/19/2015,Cowboys,Jets,19.1347845,19.79820451,4.720456539,4.583362102,2.17985146,2.558661169
12/20/2015,Colts,Texans,20.57654279,19.80746401,6.070791857,5.898643059,3.449044461,3.646076524
12/20/2015,49ers,Bengals,22.03972537,15.6465557,5.55760528,4.299764143,3.516200149,2.010920794
12/20/2015,Ravens,Chiefs,19.05468779,20.42507355,5.685919334,4.670958395,3.069269526,3.054947983
12/20/2015,Jaguars,Falcons,22.2498375,19.28649659,6.448647217,5.169381839,3.920348297,2.35178228
12/20/2015,Eagles,Cardinals,22.21962822,21.19058008,6.035451579,5.230562055,3.637338724,2.575090906
12/20/2015,Raiders,Packers,21.39170556,19.93056989,5.140926104,5.847800677,3.519967201,2.93467178
12/20/2015,Seahawks,Browns,17.70262805,20.14621187,4.087840444,5.673029582,1.696344562,3.153713425
12/20/2015,Chargers,Dolphins,19.44817781,22.03878269,4.854355451,5.846856036,1.817336579,3.291899618
12/20/2015,Patriots,Titans,19.54706331,23.36034488,5.150799883,5.904855769,2.478524205,4.234002335
12/20/2015,Steelers,Broncos,19.67446232,20.99543351,5.301035802,4.784272741,2.7965575,2.919913274
12/20/2015,Redskins,Bills,19.86757664,18.57664334,4.925068893,5.334050148,2.86477133,3.781900719
12/20/2015,Giants,Panthers,23.16391226,19.95770231,6.008213344,5.376369815,2.776794134,3.435695455
12/20/2015,Vikings,Bears,20.16903741,18.32752862,4.994064188,4.582518061,2.390475893,2.411375563
12/21/2015,Saints,Lions,24.29568263,22.71466585,4.386685377,5.88264335,3.056231028,3.308450884
12/24/2015,Raiders,Chargers,21.31196545,19.02399153,5.055404835,5.634335906,3.555949387,2.702405831
12/26/2015,Eagles,Redskins,21.81509733,21.07613248,6.008065541,5.564091186,3.264337722,3.145832913
12/27/2015,Titans,Texans,20.33196063,19.20997424,5.764306033,4.086918379,2.462951881,2.432721202
12/27/2015,Dolphins,Colts,22.67271123,18.30775348,6.06418979,3.764497003,3.311397814,1.866033584
12/27/2015,Bills,Cowboys,20.22708615,18.26687736,5.219591101,5.152681968,2.998062114,2.572340418
12/27/2015,Chiefs,Browns,19.7475259,18.81439528,4.657216831,4.690359142,2.937236248,2.907430054
12/27/2015,Seahawks,Rams,17.67297986,20.7220961,4.021673555,5.857255967,1.805535697,2.922465293
12/27/2015,Falcons,Panthers,21.04564693,21.94455992,5.550100321,6.342249995,3.038257273,3.373342339
12/27/2015,Ravens,Steelers,19.6785573,19.991279,5.844353846,4.494229519,2.841624477,2.998077192
12/27/2015,Buccaneers,Bears,22.25939698,20.13779342,6.453782158,5.530228759,3.056683608,2.872964122
12/27/2015,Jets,Patriots,17.2451439,20.56271304,5.007368438,6.083167982,2.745063535,3.714260495
12/27/2015,Lions,49ers,19.33230608,20.45196473,5.282829511,4.847710457,3.167295117,3.294331128
12/27/2015,Cardinals,Packers,17.75229042,23.32934274,4.282430118,5.719803881,2.078694128,2.202538282
12/27/2015,Saints,Jaguars,23.76760759,22.98914811,4.295036708,6.397171736,3.177744177,2.957483933
12/27/2015,Vikings,Giants,20.27916678,18.83073843,5.01896642,4.73586596,2.606880375,2.209467391
12/28/2015,Broncos,Bengals,17.07921187,19.48281794,4.446757708,4.733248167,3.100185518,2.268148004
1/3/2016,Cardinals,Seahawks,17.80523858,23.78863061,4.393806004,5.970073446,2.34875001,2.043944527
1/3/2016,Browns,Steelers,20.78678492,18.55284988,5.31913381,5.784474554,3.228717624,3.174765469
1/3/2016,Packers,Vikings,18.63285597,20.37282636,5.033162104,4.630727232,3.313918654,2.899008962
1/3/2016,Falcons,Saints,20.94692652,21.96051737,5.098715258,6.366241172,2.817270525,3.020657938
1/3/2016,49ers,Rams,22.02407474,15.65394172,5.499213727,3.888994023,3.434866747,1.914832666
1/3/2016,Dolphins,Patriots,22.87660269,17.78460631,6.27529935,3.614035618,3.720456375,1.971154492
1/3/2016,Bears,Lions,19.21538838,19.50199151,5.970366266,5.517351354,3.1142496,3.071755246
1/3/2016,Bills,Jets,20.57080586,18.46457546,5.396089912,5.117780622,3.359110553,2.387034836
1/3/2016,Chiefs,Raiders,19.70487705,18.52526006,4.562546189,4.748032948,2.967658111,2.69597551
1/3/2016,Cowboys,Redskins,19.8719368,18.7204267,4.922003307,4.056588533,2.415856837,2.295498964
1/3/2016,Bengals,Ravens,18.76049589,20.05934238,4.987125221,4.955543571,2.329570262,2.6536068
1/3/2016,Broncos,Chargers,18.06910498,19.50762161,4.702961694,5.038772063,3.452811794,2.081276536
1/3/2016,Texans,Jaguars,17.9020264,20.25988041,4.009831801,5.838635671,2.592551815,3.283380373
1/3/2016,Colts,Titans,20.9757594,19.04872379,5.69093378,5.647745605,3.248086635,3.516365896
1/3/2016,Giants,Eagles,23.08260958,20.41121146,6.367757752,5.32389421,2.954130578,3.250409014
1/3/2016,Panthers,Buccaneers,17.62752598,22.89038133,4.879138679,5.536241309,3.155936575,2.6813706
1/9/2016,Texans,Chiefs,17.4906954,20.11454245,4.020602682,5.873966843,2.736744704,2.927880155
1/9/2016,Bengals,Steelers,18.95007232,20.26484071,4.871419487,5.388356107,2.492723818,2.433972887
1/10/2016,Vikings,Seahawks,19.83751413,18.83892497,4.65985056,5.097723105,2.318153484,2.915643521
1/10/2016,Redskins,Packers,20.35599858,19.84841991,5.12309854,5.618671354,3.196858567,3.525043872
1/16/2016,Cardinals,Packers,17.64440812,23.46817547,4.424020882,5.890903216,2.348252427,2.237228086
1/16/2016,Patriots,Chiefs,18.69533404,21.93202847,4.853513382,5.639500093,2.472061244,4.09004151
1/17/2016,Broncos,Steelers,18.31839141,19.76312919,5.082435379,4.966666923,3.189566911,2.214462465
1/17/2016,Panthers,Seahawks,17.93064222,22.43504982,5.209047726,5.419219576,3.664223959,2.43758174
1/24/2016,Broncos,Patriots,18.04009602,19.87980363,5.143636997,4.99167363,2.90847243,2.457216467
1/24/2016,Panthers,Cardinals,18.28606572,22.42535181,5.452085237,5.500097241,3.500056504,2.715335964
2/7/2016,Broncos,Panthers,17.85901144,19.78760691,4.932777752,4.835959617,2.691264198,2.52680759
9/8/2016,Broncos,Panthers,18.10475323,19.14285055,4.710168852,4.90096755,2.667645045,2.741915534
9/11/2016,Seahawks,Dolphins,16.86720337,20.65028553,4.160944845,6.274325225,1.894245579,3.215252666
9/11/2016,Ravens,Bills,19.54480113,20.04207906,5.498906256,4.82074481,2.397867001,3.574178944
9/11/2016,Titans,Vikings,19.86163414,18.41958903,5.854173067,4.030554083,2.438004174,2.413041604
9/11/2016,Cowboys,Giants,19.81228527,18.25139638,5.007926388,4.282304072,2.673232105,2.138457737
9/11/2016,Cardinals,Patriots,17.98074398,22.83204259,4.885233891,5.797408324,2.152776025,2.670505375
9/11/2016,Jets,Bengals,16.9432982,20.93134515,4.428730284,5.935266508,2.692275293,3.522380938
9/11/2016,Texans,Bears,16.98624242,20.51065685,3.772479119,6.072780574,2.575269577,3.336592519
9/11/2016,Jaguars,Packers,22.42883421,20.01594652,6.423182698,4.652217484,3.752191163,1.951255967
9/11/2016,Falcons,Buccaneers,20.74049721,21.88174936,5.056205471,6.573702815,2.619923493,3.4624744
9/11/2016,Eagles,Browns,22.68717977,20.95891797,6.149704626,5.637852026,2.761325179,3.640804652
9/11/2016,Chiefs,Chargers,18.97959449,18.7324012,4.594633494,4.773540902,3.065029046,2.86867352
9/11/2016,Saints,Raiders,23.42766417,23.79914407,4.338781243,6.460548506,2.669100384,3.542719629
9/11/2016,Colts,Lions,21.00774867,19.15181648,5.724749218,5.684514165,3.448939166,3.275923699
9/12/2016,Redskins,Steelers,20.89202261,19.85753566,4.86848791,5.755927166,3.138311289,3.332821409
9/12/2016,49ers,Rams,22.41646181,16.00443073,5.382607284,3.652151268,3.519818373,1.735090574
9/15/2016,Bills,Jets,19.7148214,18.44449962,5.37062398,5.479337452,2.870161758,3.187472802
9/18/2016,Rams,Seahawks,20.09028922,15.22463847,4.974187387,3.217636343,2.722292085,1.446172115
9/18/2016,Lions,Titans,19.72832995,21.26704541,5.103968223,4.661692756,3.456154416,2.802612352
9/18/2016,Giants,Saints,22.79051721,20.75399534,6.710861227,5.079092761,2.963210951,3.369570557
9/18/2016,Vikings,Packers,19.36269809,18.09600101,4.485565997,4.715829534,2.147086823,2.771020913
9/18/2016,Texans,Chiefs,17.03068056,20.08763379,3.808691736,6.078766577,2.386514465,3.573933674
9/18/2016,Browns,Ravens,20.08189759,19.0570887,4.995908144,5.709810488,3.070682331,3.251463107
9/18/2016,Redskins,Cowboys,21.16959912,19.85613409,4.735920998,5.717315332,2.966757253,3.495033352
9/18/2016,Steelers,Bengals,20.12022101,20.58719379,5.394099329,4.287043049,3.315481535,2.283706276
9/18/2016,Raiders,Falcons,21.16669532,18.3611762,5.144823899,5.250194755,3.314769837,2.772098801
9/18/2016,Patriots,Dolphins,18.82366985,20.97855631,5.73396646,5.208207685,3.055265611,3.669161336
9/18/2016,Broncos,Colts,18.27207183,18.52668449,4.577343651,4.614678678,2.493789479,2.59633624
9/18/2016,Chargers,Jaguars,18.62703234,21.12485444,4.633395375,6.062079929,2.595989194,3.197522283
9/18/2016,Cardinals,Buccaneers,18.21005083,22.6588562,5.120778395,5.604005202,2.566774257,2.648130535
9/18/2016,Panthers,49ers,18.39963113,22.02633841,4.904840326,5.640481682,2.998786531,3.264396037
9/19/2016,Bears,Eagles,19.30553469,19.31890293,5.515155495,5.713464946,2.778674796,3.190893563
9/22/2016,Patriots,Texans,19.23564334,20.55157618,5.813971746,6.113202537,3.629662126,2.991966947
9/25/2016,Titans,Raiders,18.84684414,18.3417908,5.972523246,4.891234944,2.22349493,3.511429325
9/25/2016,Panthers,Vikings,18.89614664,21.98915994,4.980908558,6.193861553,3.371441411,2.725817426
9/25/2016,Jaguars,Ravens,21.69915574,19.54320201,6.69887231,4.276987693,3.427009333,2.32211256
9/25/2016,Bengals,Broncos,19.98446587,19.5105631,4.984953054,4.565724306,2.598287646,1.954554343
9/25/2016,Chiefs,Jets,20.26797286,20.66175219,5.17142927,5.262871364,2.638052804,3.200406227
9/25/2016,Colts,Chargers,22.28926555,20.48545518,5.47321298,6.494727183,2.572013386,4.753579574
9/25/2016,Giants,Redskins,23.07229542,20.18351964,7.457539592,5.071531866,4.534891004,2.62413314
9/25/2016,Dolphins,Browns,21.63882139,16.6802909,5.830561774,3.883717083,3.505038562,2.144132553
9/25/2016,Cowboys,Bears,19.3921708,19.96261297,5.138976795,5.381729816,2.000317908,3.834693209
9/25/2016,Buccaneers,Rams,21.22545602,20.82127493,5.495380779,4.812948324,3.011821591,1.997421856
9/25/2016,Bills,Cardinals,19.32848806,16.86699734,5.520544501,4.950942416,3.580027599,2.920646289
9/25/2016,Eagles,Steelers,21.16543793,21.65373844,5.29838782,5.806421338,2.469659198,3.714197348
9/25/2016,Packers,Lions,18.90200782,19.59272276,4.662408574,4.955511028,3.602582491,2.1792282
9/25/2016,Seahawks,49ers,15.73459523,20.87292743,4.133630417,5.964478363,1.925106162,3.389737783
9/26/2016,Saints,Falcons,23.93366522,24.55442776,4.490441739,5.92684608,2.444574694,3.442034266
9/29/2016,Bengals,Dolphins,19.7935562,19.81881451,5.335160602,4.453840087,3.353944512,1.800282791
10/2/2016,Patriots,Bills,19.78453427,21.8631673,5.642148481,6.242508853,3.047275499,3.576388991
10/2/2016,Buccaneers,Broncos,20.98444754,20.96823156,5.585138782,4.853897472,3.589403595,1.611423943
10/2/2016,Cardinals,Rams,18.77979985,21.96878979,5.866732365,5.775298112,1.742932445,3.747035276
10/2/2016,Bears,Lions,19.14531798,17.78948498,6.223280071,5.120061164,4.498868015,2.765035117
10/2/2016,49ers,Cowboys,20.78164764,18.38940008,5.087604536,4.701706811,3.485815025,2.842403626
10/2/2016,Jets,Seahawks,16.98303282,22.19622579,4.1084566,5.838185071,2.558986285,2.816572412
10/2/2016,Texans,Titans,16.01462919,18.63489296,3.725154801,6.690613412,1.578578157,5.025755852
10/2/2016,Ravens,Raiders,17.4265826,20.17102827,5.24755475,6.381635572,3.200805092,3.208140305
10/2/2016,Jaguars,Colts,22.33357626,19.64744826,6.752598904,3.847986874,4.117567421,2.055896872
10/2/2016,Redskins,Browns,21.93316106,20.26329414,5.671082774,5.161053018,2.49444407,3.684352154
10/2/2016,Chargers,Saints,20.19694444,22.50070007,4.217739498,6.391414034,2.73211811,3.311464704
10/2/2016,Steelers,Chiefs,19.76561154,20.64297665,4.713754992,5.478705218,2.777384251,3.044464418
10/2/2016,Falcons,Panthers,22.2420942,22.49068431,4.687637358,5.722056256,2.412262481,2.976492058
10/3/2016,Vikings,Giants,19.3474721,17.02608796,5.326719394,4.767079908,2.719550103,2.494985829
10/6/2016,49ers,Cardinals,20.29359516,17.351728,5.731931681,4.585448222,4.407095684,2.527895351
10/9/2016,Ravens,Redskins,16.78589236,19.76153175,5.364578598,5.870077178,3.63614914,2.850350283
10/9/2016,Browns,Patriots,21.22122716,18.46198336,5.264062573,5.292961787,2.667597272,3.025043314
10/9/2016,Broncos,Falcons,19.05815479,20.04170211,5.649917812,4.840846463,2.362773691,2.866481954
10/9/2016,Dolphins,Titans,22.72218382,18.52585779,5.7081982,3.719222986,3.523417562,1.728427127
10/9/2016,Rams,Bills,22.493275,15.12362216,5.738674482,3.612647074,3.959437605,1.384025648
10/9/2016,Packers,Giants,18.05850992,19.62522285,4.375118312,5.108554016,3.470582476,1.832742468
10/9/2016,Lions,Eagles,20.44259201,22.52314614,5.637076086,5.631102179,4.104589398,2.780472747
10/9/2016,Cowboys,Bengals,20.35176061,21.4187382,4.587985409,5.422311292,2.271500316,3.592194544
10/9/2016,Colts,Bears,21.67773015,20.83225116,5.120559002,5.721646865,2.454033213,3.784497758
10/9/2016,Vikings,Texans,18.99690445,16.38681971,5.44161336,4.577128875,3.185907356,2.158645599
10/9/2016,Steelers,Jets,20.40828269,19.75024437,4.545911304,5.234287249,2.963453133,2.495107643
10/9/2016,Raiders,Chargers,22.65830284,20.87876789,4.446995,4.986104272,2.68441996,2.273457442
10/10/2016,Panthers,Buccaneers,17.32530352,21.85036864,4.48567844,6.364281201,2.455199921,3.764476465
10/13/2016,Chargers,Broncos,20.97790378,21.38653165,4.941454736,6.027418556,2.435488648,3.192168574
10/16/2016,Raiders,Chiefs,23.01654657,19.82550858,4.537846053,4.736807578,3.060823074,1.923779194
10/16/2016,Bears,Jaguars,19.49847178,18.89022463,5.71731247,4.540188512,3.963279769,2.670969642
10/16/2016,Packers,Cowboys,18.60224135,19.18160329,4.974879905,5.118687821,3.169516511,2.27446794
10/16/2016,Texans,Colts,15.61193068,18.86327306,4.248086612,6.464948866,1.664154163,4.436996869
10/16/2016,Seahawks,Falcons,15.13566921,19.83269594,3.900722931,6.166981916,1.79571183,3.894622698
10/16/2016,Redskins,Eagles,23.67013455,20.80035297,5.868993608,5.170223237,2.451043246,3.211765037
10/16/2016,Giants,Ravens,21.41948445,21.26591809,6.930567691,4.6808144,3.936748685,3.078495592
10/16/2016,Titans,Browns,19.42026934,18.60745229,5.907370604,4.818454701,2.944216175,2.530595155
10/16/2016,Dolphins,Steelers,22.24119483,16.99031486,5.309474333,3.442595055,3.39442021,1.515040658
10/16/2016,Lions,Rams,20.65704306,21.70193718,5.535372593,5.447261202,4.195813024,2.430434732
10/16/2016,Patriots,Bengals,20.31369602,19.27931684,5.91018266,5.160625739,2.251386819,3.180140775
10/16/2016,Saints,Panthers,24.04647511,24.47508688,4.922111621,5.627776101,3.060399493,3.476431352
10/16/2016,Bills,49ers,20.33755907,17.73404355,5.068239959,4.857494264,2.243671917,2.643433188
10/17/2016,Cardinals,Jets,17.64656715,22.84451312,5.75400703,5.712477218,1.838217884,3.561870714
10/20/2016,Packers,Bears,17.82928347,19.58981789,4.898139743,5.712882807,2.730678997,3.222494011
10/23/2016,Cardinals,Seahawks,18.69235661,22.02435431,5.542783789,5.696596465,2.155354769,3.13356891
10/23/2016,Rams,Giants,22.03734064,15.785294,5.4513313,3.961480502,3.668476086,1.495914692
10/23/2016,Steelers,Patriots,20.18598105,20.98494554,4.670691669,5.350924392,2.510824348,3.328282631
10/23/2016,Jaguars,Raiders,21.92038805,19.41267501,6.504117973,4.069911388,3.100562106,2.741493215
10/23/2016,49ers,Buccaneers,20.64931914,17.5963553,5.754744045,4.897962612,3.296740353,3.382467659
10/23/2016,Lions,Redskins,20.31118662,21.54218231,5.43422629,5.105902033,3.573984096,2.51582613
10/23/2016,Eagles,Vikings,19.56019058,21.39953,4.624886989,5.079293006,2.354211814,3.194492485
10/23/2016,Jets,Ravens,19.39500082,20.56652545,4.337129464,5.63142488,3.067349006,2.738767587
10/23/2016,Titans,Colts,18.01053527,19.15118227,5.688302865,4.800074226,3.065476393,2.200716497
10/23/2016,Chiefs,Saints,18.57357757,19.59722027,5.439291096,5.823061409,3.090616844,3.288241958
10/23/2016,Dolphins,Bills,22.40722307,15.77818411,5.273841364,3.487110034,2.905261654,1.879818817
10/23/2016,Falcons,Chargers,22.68835045,22.80346055,5.120104509,5.347386426,2.913149834,3.3942054
10/23/2016,Bengals,Browns,18.71277474,20.585354,4.853747105,4.356223849,2.597227679,2.231295797
10/24/2016,Broncos,Texans,18.52809441,20.1684921,5.064440246,4.620391431,2.554350388,2.733412902
10/27/2016,Titans,Jaguars,17.72419426,18.97171615,5.384379969,5.088392492,2.970370795,2.765347707
10/30/2016,Colts,Chiefs,22.80090532,20.80155426,4.524080439,5.672764525,2.511649409,2.834708477
10/30/2016,Texans,Lions,16.70317535,19.1069953,4.639397929,5.593747713,1.988404024,3.995524949
10/30/2016,Buccaneers,Raiders,20.63221295,21.36291513,4.675940452,5.433475746,2.336745974,2.602505258
10/30/2016,Saints,Seahawks,24.85921733,24.00916587,4.791368366,6.602969809,3.178478273,3.781620107
10/30/2016,Bills,Patriots,19.98735417,18.65996621,4.736685039,5.122824088,2.182685424,3.018236264
10/30/2016,Broncos,Chargers,18.20044605,19.6592809,4.80206517,4.795635754,2.540030423,2.443834798
10/30/2016,Bengals,Redskins,19.39028313,20.56130997,4.708334207,4.405038738,2.81882341,2.009021067
10/30/2016,Browns,Jets,21.70234732,18.96543563,5.711482197,5.213807143,3.029455741,2.709045271
10/30/2016,Cowboys,Eagles,20.53157566,21.86046343,5.111249308,5.322867493,2.893648723,3.204863804
10/30/2016,Panthers,Cardinals,18.54061916,21.41133517,5.057220234,5.868925332,2.681382084,3.221201077
10/30/2016,Falcons,Packers,22.59667742,22.64483341,5.18018428,4.987569778,3.20871877,3.156959808
10/31/2016,Bears,Vikings,19.64040234,20.24491908,4.952616495,4.613657672,3.3865618,2.949412715
11/3/2016,Buccaneers,Falcons,20.38156232,22.22004357,4.785850465,5.586430733,2.704749374,2.31535966
11/6/2016,Rams,Panthers,21.87509056,16.75279039,5.509707189,4.251054935,4.025567424,1.300413528
11/6/2016,Browns,Cowboys,21.83162555,19.3017829,5.674630781,5.326161121,3.259800345,2.43915751
11/6/2016,Vikings,Lions,17.90023307,17.75993363,4.346863574,5.777508007,2.646086655,3.158992692
11/6/2016,Chiefs,Jaguars,19.28208452,19.92578807,5.690268143,5.605950631,2.818905422,2.882266592
11/6/2016,Ravens,Steelers,16.48848307,20.43871836,4.477089403,5.392124164,2.819962945,2.858415515
11/6/2016,49ers,Saints,21.560268,17.53524929,6.031277884,4.676812089,3.836035836,3.02088042
11/6/2016,Packers,Colts,18.17384953,21.78191263,4.327378579,6.317544582,2.195786397,4.395912084
11/6/2016,Dolphins,Jets,21.50890011,16.70870528,4.958808915,3.915952452,2.595741381,2.479898554
11/6/2016,Giants,Eagles,21.60928803,20.18661282,6.884107145,4.432188274,4.284789832,2.683808136
11/6/2016,Raiders,Broncos,21.7219946,19.51646974,4.335796138,4.952472243,2.312832331,2.335145429
11/6/2016,Chargers,Titans,20.40236711,20.8662227,5.251879133,5.651160529,2.867681689,2.673865917
11/7/2016,Seahawks,Bills,17.47529534,19.2764711,4.897617653,5.318049214,3.298571224,3.117097443
11/10/2016,Ravens,Browns,16.42305489,19.33045063,4.695832715,5.103457596,3.203908434,2.556724139
11/13/2016,Jets,Rams,19.82160567,19.11475805,4.827353973,5.399431121,3.709875939,2.623318128
11/13/2016,Panthers,Chiefs,19.38929474,22.36792129,5.199839292,5.679299227,3.123987818,3.310778628
11/13/2016,Jaguars,Texans,22.04869867,20.37379087,6.967320344,3.963287322,3.840717986,2.314390265
11/13/2016,Cardinals,49ers,16.87009348,22.93616025,4.863814938,6.314227569,1.665971497,4.343641722
11/13/2016,Saints,Broncos,23.20214885,24.7309698,4.636625993,7.168718776,2.785802586,3.976387053
11/13/2016,Eagles,Falcons,20.75342619,19.82645002,5.212933997,5.028929931,2.758859617,2.677998413
11/13/2016,Chargers,Dolphins,19.91314703,20.83053116,5.228320662,5.825522486,3.14745899,2.359505152
11/13/2016,Patriots,Seahawks,19.43733675,20.5318468,5.584572122,5.637945753,2.645633584,2.574879553
11/13/2016,Redskins,Vikings,21.37041363,21.6355521,5.081792355,5.524423218,2.255355337,2.986292537
11/13/2016,Steelers,Cowboys,20.61891961,20.11565728,5.199390215,5.099653776,2.738197306,3.21573118
11/13/2016,Buccaneers,Bears,21.22839095,21.66960134,5.080155972,5.356495853,2.546745406,2.420863034
11/13/2016,Titans,Packers,19.53576023,20.34453847,5.332956764,5.975151683,2.433245377,4.07217782
11/14/2016,Giants,Bengals,21.55110651,19.36931782,7.196701568,4.40617068,4.856100367,2.416682456
11/17/2016,Panthers,Saints,19.20913151,21.71460835,5.107762732,5.726326649,3.239505611,2.919454435
11/20/2016,Browns,Steelers,22.49979118,18.82612705,6.082425749,5.038479498,2.912704291,2.827318719
11/20/2016,Rams,Dolphins,20.34388643,17.28756556,5.484116566,4.697907988,3.181287931,2.437150407
11/20/2016,Bengals,Bills,20.82490128,22.27330985,5.191127445,4.789422391,2.226865097,2.941622345
11/20/2016,Chiefs,Buccaneers,19.84733765,18.93946561,5.491689001,5.233775368,2.614006474,2.31517346
11/20/2016,49ers,Patriots,22.89455476,18.03597037,6.558076606,4.471238893,2.944368081,3.252451034
11/20/2016,Giants,Bears,21.4817711,18.82004695,6.710282086,4.287298543,4.498092695,2.490720265
11/20/2016,Colts,Titans,22.8413283,21.00689427,5.174937421,5.334641534,2.874688725,2.627408191
11/20/2016,Seahawks,Eagles,20.00341447,18.84960906,6.192253245,4.945102986,3.628908265,2.684505189
11/20/2016,Lions,Jaguars,21.29231772,20.86023688,6.013790875,4.747179866,3.155095872,2.576491813
11/20/2016,Cowboys,Ravens,19.91676819,23.38345156,4.899553844,5.365329311,2.823458242,2.986672341
11/20/2016,Vikings,Cardinals,18.12555155,17.84023086,5.003939848,5.405379293,2.891392629,3.35612477
11/20/2016,Redskins,Packers,22.83600153,22.66621012,5.366412316,5.801071392,2.799800198,2.69541376
11/21/2016,Raiders,Texans,21.4227108,20.32575488,4.336335431,5.143395446,2.533855191,2.11509629
11/24/2016,Colts,Steelers,23.07698719,21.06437669,5.056207474,5.481571692,3.019176961,2.290120587
11/24/2016,Lions,Vikings,21.32461619,20.48735969,6.01257421,4.915794219,3.496485365,2.213579808
11/24/2016,Cowboys,Redskins,21.0892584,22.97004194,4.833757967,5.52833388,2.945101005,2.717023005
11/27/2016,Texans,Chargers,17.53619033,18.15931484,4.962039896,5.85598701,2.721378832,3.437368628
11/27/2016,Browns,Giants,23.22200687,18.06624839,6.244060472,4.773638318,3.335669833,2.594217632
